Marketing Cost,"Q1
March 31, 2016","Q1
March 31, 2017","Q1
March 31, 2018","Q1
March 31, 2019","Q1
March 31, 2020"
0," $208,010.00 "," $306,148.00 "," $536,777.00 "," $616,578.00 "," $503,830.00 "
